area_type,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Built-up  Area,Sarjapur,1575.0,3.0,3.0,55.0,3,3492.063492063492
Super built-up  Area,Sarjapur,920.0,2.0,2.0,33.0,2,3586.9565217391305
Super built-up  Area,Sarjapur,1445.0,3.0,1.0,50.0,3,3460.2076124567475
Super built-up  Area,Sarjapur,1150.0,2.0,1.0,41.0,2,3565.217391304348
Super built-up  Area,Sarjapur,1200.0,2.0,1.0,42.6,2,3550.0
Super built-up  Area,Sarjapur,1333.0,3.0,1.0,50.0,3,3750.9377344336085
Super built-up  Area,Sarjapur,1044.0,2.0,2.0,36.0,2,3448.2758620689656
Built-up  Area,Sarjapur,950.0,2.0,2.0,35.0,2,3684.2105263157896
Built-up  Area,Sarjapur,2585.5,4.0,0.0,115.0,4,4447.882421195127
Plot  Area,Sarjapur,2172.0,3.0,0.0,100.0,3,4604.051565377532
Super built-up  Area,Sarjapur,633.0,1.0,1.0,17.09,1,2699.8420221169035
Plot  Area,Sarjapur,1500.0,5.0,2.0,95.0,3,6333.333333333333
Super built-up  Area,Sarjapur,1451.0,2.0,1.0,87.0,2,5995.864920744314
Plot  Area,Sarjapur,2400.0,3.0,3.0,140.0,4,5833.333333333333
Super built-up  Area,Sarjapur,1525.0,2.0,2.0,68.0,3,4459.016393442623
Super built-up  Area,Sarjapur,1095.0,2.0,1.0,45.0,2,4109.58904109589
Built-up  Area,Sarjapur,1425.0,3.0,2.0,57.0,3,4000.0
Built-up  Area,Sarjapur  Road,2497.0,3.0,2.0,140.0,3,5606.728073688426
Super built-up  Area,Sarjapur  Road,1787.0,3.0,2.0,98.29,3,5500.279798545048
Super built-up  Area,Sarjapur  Road,1787.0,3.0,2.0,125.0,3,6994.963626189144
Super built-up  Area,Sarjapur  Road,984.0,2.0,1.0,44.28,2,4500.0
Super built-up  Area,Sarjapur  Road,1035.0,2.0,2.0,49.2,2,4753.623188405797
Super built-up  Area,Sarjapur  Road,1863.0,3.0,2.0,104.0,4,5582.393988191089
Super built-up  Area,Sarjapur  Road,1000.0,2.0,1.0,67.0,2,6700.0
Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,74.03,2,5500.0
Super built-up  Area,Sarjapur  Road,1195.0,2.0,1.0,70.0,2,5857.740585774059
Super built-up  Area,Sarjapur  Road,1550.0,3.0,3.0,100.0,3,6451.612903225807
Super built-up  Area,Sarjapur  Road,2100.0,3.0,2.0,125.0,3,5952.380952380952
Super built-up  Area,Sarjapur  Road,1210.0,2.0,2.0,58.0,2,4793.388429752066
Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,113.0,3,6682.436428149024
Super built-up  Area,Sarjapur  Road,1278.0,2.0,2.0,95.0,2,7433.489827856025
Built-up  Area,Sarjapur  Road,2238.0,3.0,1.0,140.0,3,6255.585344057194
Super built-up  Area,Sarjapur  Road,1800.0,3.0,2.0,110.0,3,6111.111111111111
Super built-up  Area,Sarjapur  Road,1115.0,2.0,2.0,50.0,2,4484.304932735426
Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,61.92,2,4600.297176820208
Super built-up  Area,Sarjapur  Road,1984.0,4.0,1.0,146.0,3,7358.870967741936
Super built-up  Area,Sarjapur  Road,1035.0,2.0,1.0,45.0,2,4347.826086956522
Super built-up  Area,Sarjapur  Road,1128.0,2.0,2.0,59.0,2,5230.49645390071
Built-up  Area,Sarjapur  Road,1495.0,2.0,0.0,64.0,3,4280.936454849499
Super built-up  Area,Sarjapur  Road,1700.0,3.0,3.0,110.0,3,6470.588235294118
Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,75.0,3,6482.281763180639
Super built-up  Area,Sarjapur  Road,1282.0,2.0,2.0,72.0,2,5616.224648985959
Super built-up  Area,Sarjapur  Road,4111.0,4.0,1.0,310.0,4,7540.744344441741
Super built-up  Area,Sarjapur  Road,3430.0,6.0,0.0,228.5,4,6661.807580174927
Super built-up  Area,Sarjapur  Road,3900.0,4.0,3.0,300.0,4,7692.307692307692
Super built-up  Area,Sarjapur  Road,1300.0,2.0,2.0,60.0,2,4615.384615384615
Built-up  Area,Sarjapur  Road,1000.0,2.0,2.0,40.0,2,4000.0
Super built-up  Area,Sarjapur  Road,1050.0,2.0,1.0,62.0,2,5904.761904761905
Super built-up  Area,Sarjapur  Road,1700.0,3.0,3.0,135.0,3,7941.176470588235
Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,119.0,3,7037.25606150207
Super built-up  Area,Sarjapur  Road,1846.0,3.0,2.0,140.0,3,7583.965330444204
Plot  Area,Sarjapur  Road,1200.0,3.0,1.0,95.0,3,7916.666666666667
Super built-up  Area,Sarjapur  Road,1929.0,4.0,1.0,103.0,3,5339.554173146708
Super built-up  Area,Sarjapur  Road,1155.0,2.0,1.0,58.0,2,5021.645021645022
Super built-up  Area,Sarjapur  Road,1819.0,3.0,2.0,100.0,3,5497.526113249038
Super built-up  Area,Sarjapur  Road,1845.0,4.0,1.0,110.0,3,5962.059620596206
Super built-up  Area,Sarjapur  Road,1233.0,2.0,2.0,77.65,2,6297.6480129764805
Super built-up  Area,Sarjapur  Road,4395.0,4.0,2.0,242.0,4,5506.257110352673
Super built-up  Area,Sarjapur  Road,1220.0,3.0,2.0,56.0,3,4590.163934426229
Plot  Area,Sarjapur  Road,3750.0,6.0,3.0,290.0,4,7733.333333333333
Super built-up  Area,Sarjapur  Road,1428.0,2.0,2.0,66.0,3,4621.848739495798
Super built-up  Area,Sarjapur  Road,1680.0,3.0,1.0,112.0,3,6666.666666666667
Super built-up  Area,Sarjapur  Road,1255.0,2.0,1.0,92.0,2,7330.677290836654
Super built-up  Area,Sarjapur  Road,1220.0,3.0,2.0,58.0,3,4754.098360655737
Super built-up  Area,Sarjapur  Road,1311.0,2.0,1.0,78.0,2,5949.656750572082
Super built-up  Area,Sarjapur  Road,1220.0,3.0,3.0,56.0,3,4590.163934426229
Super built-up  Area,Sarjapur  Road,1145.0,2.0,2.0,75.0,2,6550.218340611354
Built-up  Area,Sarjapur  Road,1300.0,2.0,2.0,70.0,3,5384.615384615385
Super built-up  Area,Sarjapur  Road,1390.0,2.0,2.0,62.0,2,4460.431654676259
Super built-up  Area,Sarjapur  Road,1725.0,3.0,3.0,90.0,3,5217.391304347826
Super built-up  Area,Sarjapur  Road,1476.0,2.0,2.0,98.94,3,6703.252032520325
Super built-up  Area,Sarjapur  Road,2180.0,3.0,2.0,170.0,3,7798.165137614679
Super built-up  Area,Sarjapur  Road,1084.0,2.0,3.0,55.0,2,5073.8007380073805
Super built-up  Area,Sarjapur  Road,1220.0,3.0,2.0,62.0,3,5081.9672131147545
Super built-up  Area,Sarjapur  Road,1750.0,3.0,2.0,110.0,3,6285.714285714285
Super built-up  Area,Sarjapur  Road,1888.0,4.0,1.0,95.0,3,5031.779661016949
Built-up  Area,Sarjapur  Road,1300.0,3.0,2.0,60.0,3,4615.384615384615
Plot  Area,Sarjapur  Road,1200.0,3.0,2.0,70.0,3,5833.333333333333
Plot  Area,Sarjapur  Road,2600.0,3.0,2.0,200.0,3,7692.307692307692
Super built-up  Area,Sarjapur  Road,5965.0,5.0,2.0,385.0,5,6454.316848281643
Super built-up  Area,Sarjapur  Road,685.0,1.0,1.0,40.0,1,5839.41605839416
Super built-up  Area,Sarjapur  Road,915.0,2.0,1.0,38.0,2,4153.005464480874
Super built-up  Area,Sarjapur  Road,2720.0,5.0,2.0,210.0,3,7720.588235294118
Super built-up  Area,Sarjapur  Road,1241.0,2.0,1.0,82.0,2,6607.57453666398
Super built-up  Area,Sarjapur  Road,984.0,2.0,1.0,45.91,2,4665.650406504065
Super built-up  Area,Sarjapur  Road,1400.0,2.0,2.0,68.0,2,4857.142857142857
Super built-up  Area,Sarjapur  Road,3785.0,6.0,2.0,280.0,4,7397.622192866578
Super built-up  Area,Sarjapur  Road,835.0,1.0,1.0,46.95,1,5622.754491017964
Super built-up  Area,Sarjapur  Road,1280.0,2.0,1.0,76.0,2,5937.5
Super built-up  Area,Sarjapur  Road,1145.0,2.0,2.0,49.5,2,4323.144104803493
Built-up  Area,Sarjapur  Road,1470.0,3.0,0.0,62.0,3,4217.687074829932
Super built-up  Area,Sarjapur  Road,1263.0,2.0,1.0,78.0,2,6175.771971496437
Super built-up  Area,Sarjapur  Road,1691.0,3.0,1.0,98.0,3,5795.38734476641
Built-up  Area,Sarjapur  Road,3416.5,6.0,0.0,143.0,4,4185.570027806234
Super built-up  Area,Sarjapur  Road,1308.0,2.0,1.0,83.0,2,6345.565749235474
Super built-up  Area,Sarjapur  Road,1592.0,3.0,1.0,91.0,3,5716.08040201005
Super built-up  Area,Sarjapur  Road,1016.0,2.0,1.0,45.0,2,4429.133858267716
Super built-up  Area,Sarjapur  Road,1150.0,2.0,2.0,77.0,2,6695.652173913043
Built-up  Area,Sarjapur  Road,1965.0,3.0,3.0,120.0,3,6106.8702290076335
Super built-up  Area,Sarjapur  Road,2275.0,4.0,2.0,180.0,3,7912.087912087912
Super built-up  Area,Sarjapur  Road,985.0,2.0,1.0,49.0,2,4974.619289340101
Super built-up  Area,Sarjapur  Road,1418.0,2.0,2.0,78.0,2,5500.705218617772
Built-up  Area,Sarjapur  Road,1200.0,2.0,1.0,93.0,2,7750.0
Super built-up  Area,Sarjapur  Road,1586.0,3.0,3.0,70.0,3,4413.619167717528
Super built-up  Area,Sarjapur  Road,1260.0,2.0,2.0,53.0,2,4206.349206349207
Super built-up  Area,Sarjapur  Road,1115.0,2.0,1.0,60.0,2,5381.165919282511
Super built-up  Area,Sarjapur  Road,1525.0,2.0,2.0,87.0,3,5704.918032786885
Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,71.32,2,5298.662704309063
Super built-up  Area,Sarjapur  Road,3905.0,7.0,2.0,290.0,5,7426.376440460947
Built-up  Area,Sarjapur  Road,915.0,2.0,2.0,37.0,2,4043.7158469945357
Super built-up  Area,Sarjapur  Road,715.0,1.0,2.0,29.0,1,4055.944055944056
Super built-up  Area,Sarjapur  Road,1230.0,2.0,3.0,94.5,2,7682.926829268293
Built-up  Area,Sarjapur  Road,1750.0,3.0,3.0,99.0,3,5657.142857142857
Super built-up  Area,Sarjapur  Road,1145.0,2.0,1.0,62.0,2,5414.847161572053
Plot  Area,Sarjapur  Road,1500.0,3.0,2.0,88.0,3,5866.666666666667
Super built-up  Area,Sarjapur  Road,1190.0,2.0,1.0,50.0,2,4201.680672268908
Super built-up  Area,Sarjapur  Road,1846.0,3.0,3.0,145.0,3,7854.821235102925
Super built-up  Area,Sarjapur  Road,1067.0,2.0,1.0,60.0,2,5623.242736644798
Built-up  Area,Sarjapur  Road,3200.0,5.0,3.0,140.0,5,4375.0
Super built-up  Area,Sarjapur  Road,1700.0,3.0,1.0,95.0,3,5588.235294117647
Super built-up  Area,Sarjapur  Road,1230.0,2.0,1.0,65.0,2,5284.552845528456
Built-up  Area,Sarjapur  Road,1939.0,3.0,0.0,98.0,3,5054.151624548736
Super built-up  Area,Sarjapur  Road,3785.0,5.0,2.0,280.0,4,7397.622192866578
Built-up  Area,Sarjapur  Road,2556.0,3.0,2.0,169.0,3,6611.89358372457
Super built-up  Area,Sarjapur  Road,1278.0,2.0,2.0,90.0,2,7042.2535211267605
Super built-up  Area,Sarjapur  Road,984.0,2.0,1.0,45.91,2,4665.650406504065
Super built-up  Area,Sarjapur  Road,1305.0,2.0,1.0,99.0,2,7586.206896551724
Super built-up  Area,Sarjapur  Road,1755.0,3.0,2.0,122.0,3,6951.5669515669515
Super built-up  Area,Sarjapur  Road,4334.0,2.0,2.0,338.0,4,7798.800184586987
Super built-up  Area,Sarjapur  Road,3930.0,7.0,2.0,329.0,5,8371.501272264632
Built-up  Area,Sarjapur  Road,1120.0,2.0,2.0,50.0,2,4464.285714285715
Super built-up  Area,Sarjapur  Road,1700.0,3.0,2.0,93.5,3,5500.0
Super built-up  Area,Sarjapur  Road,1403.0,3.0,1.0,56.0,3,3991.4468995010693
Super built-up  Area,Sarjapur  Road,1060.0,2.0,1.0,55.0,2,5188.679245283019
Super built-up  Area,Sarjapur  Road,1455.0,2.0,1.0,98.0,3,6735.395189003437
Built-up  Area,Sarjapur  Road,1850.0,3.0,3.0,140.0,3,7567.5675675675675
Super built-up  Area,Sarjapur  Road,950.0,1.0,0.0,39.9,1,4200.0
Super built-up  Area,Sarjapur  Road,1826.0,3.0,2.0,130.0,3,7119.386637458927
Super built-up  Area,Sarjapur  Road,1660.0,2.0,2.0,116.0,3,6987.951807228916
Super built-up  Area,Sarjapur  Road,1700.0,3.0,3.0,108.0,3,6352.941176470588
Super built-up  Area,Sarjapur  Road,1539.0,3.0,2.0,85.0,3,5523.066926575699
Super built-up  Area,Sarjapur  Road,1489.0,2.0,3.0,82.0,3,5507.051712558764
Super built-up  Area,Sarjapur  Road,1550.0,2.0,2.0,69.75,3,4500.0
Super built-up  Area,Sarjapur  Road,539.0,1.0,1.0,45.0,1,8348.794063079777
Super built-up  Area,Sarjapur  Road,1200.0,2.0,2.0,75.0,2,6250.0
Super built-up  Area,Sarjapur  Road,1308.0,2.0,1.0,58.86,2,4500.0
Built-up  Area,Sarjapur  Road,920.0,2.0,1.0,40.0,2,4347.826086956522
Built-up  Area,Sarjapur  Road,3044.0,3.0,2.0,183.0,3,6011.826544021025
Super built-up  Area,Sarjapur  Road,1163.0,2.0,2.0,62.0,3,5331.04041272571
Built-up  Area,Sarjapur  Road,3004.0,4.0,2.0,158.0,3,5259.65379494008
Super built-up  Area,Sarjapur  Road,1877.0,4.0,2.0,150.0,3,7991.475759190197
Super built-up  Area,Sarjapur  Road,1229.0,2.0,2.0,70.0,2,5695.6875508543535
Built-up  Area,Sarjapur  Road,1342.0,2.0,2.0,70.0,2,5216.095380029807
Super built-up  Area,Sarjapur  Road,1711.0,3.0,1.0,110.0,3,6428.988895382817
Super built-up  Area,Sarjapur  Road,1484.0,2.0,2.0,65.0,3,4380.053908355795
Super built-up  Area,Sarjapur  Road,1115.0,2.0,1.0,50.0,2,4484.304932735426
Super built-up  Area,Sarjapur  Road,1220.0,3.0,2.0,57.0,3,4672.131147540984
Super built-up  Area,Sarjapur  Road,1050.0,2.0,1.0,63.5,2,6047.619047619048
Super built-up  Area,Sarjapur  Road,1350.0,2.0,2.0,102.0,2,7555.555555555556
Super built-up  Area,Sarjapur  Road,2990.0,4.0,2.0,240.0,4,8026.755852842809
Super built-up  Area,Sarjapur  Road,1035.0,2.0,2.0,49.0,2,4734.299516908212
Super built-up  Area,Sarjapur  Road,1457.0,3.0,3.0,85.0,3,5833.905284831846
Super built-up  Area,Sarjapur  Road,1685.0,3.0,1.0,135.0,3,8011.86943620178
Super built-up  Area,Sarjapur  Road,1350.0,2.0,2.0,68.0,2,5037.037037037037
Plot  Area,Sarjapur  Road,1200.0,3.0,2.0,70.0,3,5833.333333333333
Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,53.99,3,4666.3785652549695
Super built-up  Area,Sarjapur  Road,1385.0,3.0,1.0,55.0,3,3971.1191335740073
Super built-up  Area,Sarjapur  Road,1700.0,3.0,1.0,79.9,3,4700.000000000001
Super built-up  Area,Sarjapur  Road,984.0,2.0,1.0,55.0,2,5589.430894308943
Super built-up  Area,Sarjapur  Road,1864.0,3.0,2.0,105.0,4,5633.0472103004295
Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,57.84,3,4999.1356957649095
Built-up  Area,Sarjapur  Road,3385.5,6.0,0.0,142.0,4,4194.358292718948
Super built-up  Area,Sarjapur  Road,1320.0,2.0,1.0,100.0,2,7575.757575757576
Super built-up  Area,Sarjapur  Road,1984.0,4.0,1.0,145.0,3,7308.467741935484
Super built-up  Area,Sarjapur  Road,1773.5,2.0,2.0,85.125,3,4799.830842965886
Super built-up  Area,Sarjapur  Road,1800.0,3.0,1.0,90.0,4,5000.0
Super built-up  Area,Sarjapur  Road,7800.0,6.0,2.0,385.0,5,4935.897435897436
Super built-up  Area,Sarjapur  Road,1550.0,2.0,1.0,89.0,3,5741.935483870968
Super built-up  Area,Sarjapur  Road,2425.0,5.0,1.0,201.0,4,8288.659793814433
Super built-up  Area,Sarjapur  Road,2070.0,4.0,2.0,160.0,3,7729.468599033817
Super built-up  Area,Sarjapur  Road,1435.0,3.0,2.0,90.0,3,6271.777003484321
Super built-up  Area,Sarjapur  Road,1194.0,2.0,1.0,51.0,2,4271.356783919598
Super built-up  Area,Sarjapur  Road,1262.0,2.0,2.0,67.0,2,5309.033280507131
Super built-up  Area,Sarjapur  Road,1693.0,3.0,2.0,125.0,3,7383.343177790904
Super built-up  Area,Sarjapur  Road,1826.0,3.0,2.0,125.0,3,6845.564074479737
Super built-up  Area,Sarjapur  Road,1660.0,3.0,2.0,116.0,3,6987.951807228916
Built-up  Area,Sarjapur  Road,1060.0,2.0,1.0,50.0,2,4716.981132075472
Built-up  Area,Sarjapur  Road,1830.0,3.0,1.0,119.0,3,6502.732240437159
Super built-up  Area,Sarjapur  Road,984.0,2.0,1.0,45.91,2,4665.650406504065
Super built-up  Area,Sarjapur  Road,1929.0,4.0,1.0,101.0,3,5235.873509590461
Super built-up  Area,Sarjapur  Road,1525.0,2.0,2.0,65.0,3,4262.295081967213
Super built-up  Area,Sarjapur  Road,2900.0,4.0,2.0,240.0,4,8275.862068965518
Super built-up  Area,Sarjapur  Road,1059.0,2.0,2.0,68.0,2,6421.152030217186
Super built-up  Area,Sarjapur  Road,1577.0,3.0,2.0,65.0,3,4121.750158528852
Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,74.0,3,6395.851339671564
Super built-up  Area,Sarjapur  Road,1700.0,3.0,1.0,118.0,3,6941.176470588235
Super built-up  Area,Sarjapur  Road,1691.0,3.0,3.0,120.0,3,7096.392667060911
Super built-up  Area,Sarjapur  Road,1929.0,3.0,1.0,103.0,3,5339.554173146708
Super built-up  Area,Sarjapur  Road,1308.0,2.0,1.0,75.0,2,5733.94495412844
Super built-up  Area,Sarjapur  Road,1580.0,3.0,3.0,125.0,3,7911.392405063291
Super built-up  Area,Sarjapur  Road,1797.0,4.0,1.0,95.0,3,5286.588759042849
Super built-up  Area,Sarjapur  Road,1763.25,3.0,3.0,98.0,3,5557.918616191691
Super built-up  Area,Sarjapur  Road,1550.0,2.0,2.0,98.0,3,6322.580645161291
Built-up  Area,Sarjapur  Road,1450.0,2.0,1.0,75.0,3,5172.413793103448
Super built-up  Area,Sarjapur  Road,984.0,2.0,1.0,59.0,2,5995.934959349594
Super built-up  Area,Sarjapur  Road,1489.0,3.0,2.0,88.0,3,5910.006715916723
Super built-up  Area,Sarjapur  Road,702.0,1.0,1.0,52.0,1,7407.407407407408
Super built-up  Area,Sarjapur  Road,1242.0,2.0,1.0,75.0,2,6038.647342995169
Super built-up  Area,Sarjapur  Road,2275.0,4.0,2.0,185.0,3,8131.868131868132
Super built-up  Area,Sarjapur  Road,2100.0,3.0,1.0,135.0,3,6428.571428571428
Super built-up  Area,Sarjapur  Road,1700.0,3.0,2.0,93.5,3,5500.0
Super built-up  Area,Sarjapur  Road,1862.0,4.0,1.0,110.0,3,5907.626208378088
Super built-up  Area,Sarjapur  Road,2275.0,4.0,2.0,175.0,3,7692.307692307692
Super built-up  Area,Sarjapur  Road,1314.0,2.0,2.0,110.0,2,8371.38508371385
Super built-up  Area,Sarjapur  Road,1787.0,3.0,2.0,116.0,3,6491.326245103525
Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,93.01,3,5500.295683027794
Super built-up  Area,Sarjapur  Road,1028.0,2.0,1.0,56.0,2,5447.470817120623
Super built-up  Area,Sarjapur  Road,4395.0,4.0,2.0,242.0,4,5506.257110352673
Super built-up  Area,Sarjapur  Road,1181.0,2.0,1.0,65.0,3,5503.81033022862
Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,100.0,3,5913.660555884092
Super built-up  Area,Sarjapur  Road,1026.0,2.0,1.0,60.55,2,5901.559454191033
Super built-up  Area,Sarjapur  Road,1350.0,2.0,1.0,85.0,2,6296.2962962962965
Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,72.0,3,6222.990492653414
Super built-up  Area,Sarjapur  Road,1019.0,2.0,1.0,62.0,2,6084.396467124632
Super built-up  Area,Sarjapur  Road,3418.0,3.0,2.0,235.0,4,6875.365710942071
Super built-up  Area,Sarjapur  Road,691.0,1.0,1.0,31.1,1,4500.723589001447
Super built-up  Area,Sarjapur  Road,994.0,2.0,2.0,45.0,2,4527.162977867203
Built-up  Area,Sarjapur  Road,3913.0,5.0,0.0,176.0,4,4497.827753641707
Built-up  Area,Sarjapur  Road,1130.0,2.0,2.0,55.0,2,4867.256637168141
Super built-up  Area,Sarjapur  Road,1881.0,3.0,2.0,145.0,3,7708.665603402445
Super built-up  Area,Sarjapur  Road,2275.0,4.0,2.0,182.0,3,8000.0
Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,67.38,2,5005.94353640416
Super built-up  Area,Sarjapur  Road,1881.0,3.0,2.0,145.0,3,7708.665603402445
Built-up  Area,Sarjapur  Road,1045.0,2.0,2.0,42.15,2,4033.492822966507
Plot  Area,Sarjapur  Road,2880.0,3.0,2.0,211.0,4,7326.388888888889
Built-up  Area,Sarjapur  Road,3418.0,2.0,2.0,222.0,4,6495.026331187829
Built-up  Area,Sarjapur  Road,675.0,1.0,1.0,27.0,1,4000.0
Super built-up  Area,Sarjapur  Road,1773.5,2.0,2.0,102.92,3,5803.213983648154
Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,74.03,2,5500.0
Super built-up  Area,Sarjapur  Road,1335.0,2.0,1.0,95.0,2,7116.104868913858
Super built-up  Area,Sarjapur  Road,1525.0,2.0,3.0,63.0,3,4131.147540983607
Built-up  Area,Sarjapur  Road,1680.0,3.0,2.0,126.0,3,7500.0
Super built-up  Area,Sarjapur  Road,1222.0,2.0,1.0,68.0,3,5564.648117839607
Built-up  Area,Sarjapur  Road,3420.0,4.0,2.0,225.0,4,6578.9473684210525
Super built-up  Area,Sarjapur  Road,1510.0,2.0,1.0,110.0,3,7284.76821192053
Super built-up  Area,Sarjapur  Road,1242.0,2.0,1.0,78.0,2,6280.193236714976
Super built-up  Area,Sarjapur  Road,1665.0,3.0,2.0,74.93,3,4500.3003003003005
Super built-up  Area,Sarjapur  Road,1129.0,2.0,1.0,69.0,2,6111.603188662533
Super built-up  Area,Sarjapur  Road,1850.0,3.0,2.0,140.0,3,7567.5675675675675
Super built-up  Area,Sarjapur  Road,1113.0,2.0,1.0,44.5,2,3998.2030548068283
Super built-up  Area,Sarjapur  Road,1879.0,3.0,2.0,155.0,3,8249.068653539116
Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,75.0,3,6482.281763180639
Super built-up  Area,Sarjapur  Road,2425.0,5.0,1.0,175.0,4,7216.494845360825
Super built-up  Area,Sarjapur  Road,1323.0,2.0,2.0,74.0,2,5593.348450491308
Super built-up  Area,Sarjapur  Road,2289.0,3.0,2.0,178.0,3,7776.321537789428
Super built-up  Area,Sarjapur  Road,1505.0,2.0,2.0,60.0,3,3986.7109634551493
Built-up  Area,Sarjapur  Road,1314.0,2.0,2.0,70.44,3,5360.730593607306
Super built-up  Area,Sarjapur  Road,2100.0,3.0,2.0,130.0,3,6190.476190476191
Super built-up  Area,Sarjapur  Road,702.0,1.0,0.0,35.8,1,5099.715099715099
Super built-up  Area,Sarjapur  Road,1320.0,2.0,2.0,110.0,2,8333.333333333334
Super built-up  Area,Sarjapur  Road,1800.0,3.0,2.0,128.0,3,7111.111111111111
Super built-up  Area,Sarjapur  Road,2275.0,4.0,2.0,187.0,3,8219.78021978022
Super built-up  Area,Sarjapur  Road,1270.0,2.0,1.0,54.0,3,4251.968503937008
Super built-up  Area,Sarjapur  Road,1026.0,2.0,2.0,60.8,2,5925.925925925926
Super built-up  Area,Sarjapur  Road,1025.0,2.0,2.0,45.5,2,4439.024390243902
Built-up  Area,Sarjapur  Road,1216.0,2.0,2.0,70.0,2,5756.578947368421
Super built-up  Area,Sarjapur  Road,1112.0,2.0,1.0,62.0,2,5575.5395683453235
Super built-up  Area,Sarjapur  Road,1273.0,2.0,2.0,60.0,2,4713.275726630008
Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,69.0,3,5963.699222126188
Super built-up  Area,Sarjapur  Road,1026.0,2.0,1.0,60.8,2,5925.925925925926
Super built-up  Area,Sarjapur  Road,1150.0,2.0,1.0,48.5,2,4217.391304347826
Plot  Area,Sarjapur  Road,1600.0,3.0,1.0,120.0,3,7500.0
Super built-up  Area,Sarjapur  Road,1370.0,2.0,1.0,70.0,2,5109.489051094891
Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,74.03,2,5500.0
Super built-up  Area,Sarjapur  Road,475.0,1.0,1.0,26.0,1,5473.684210526316
Super built-up  Area,Sarjapur  Road,1197.0,2.0,1.0,56.86,2,4750.208855472013
Super built-up  Area,Sarjapur  Road,3040.0,4.0,2.0,135.0,4,4440.789473684211
Built-up  Area,Sarjapur  Road,1857.0,4.0,3.0,155.0,3,8346.795907377491
Super built-up  Area,Sarjapur  Road,1194.0,2.0,1.0,57.0,2,4773.869346733668
Super built-up  Area,Sarjapur  Road,984.0,2.0,1.0,45.75,2,4649.390243902439
Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,69.61,2,5171.619613670134
Super built-up  Area,Sarjapur  Road,2089.0,3.0,2.0,148.0,3,7084.729535662997
Super built-up  Area,Sarjapur  Road,1612.0,3.0,1.0,98.38,3,6102.977667493797
Super built-up  Area,Sarjapur  Road,1290.0,2.0,2.0,88.0,2,6821.705426356589
Super built-up  Area,Sarjapur  Road,1371.0,2.0,1.0,86.0,2,6272.793581327498
Super built-up  Area,Sarjapur  Road,2140.0,3.0,2.0,139.0,3,6495.327102803738
Super built-up  Area,Sarjapur  Road,1044.0,2.0,2.0,55.0,2,5268.199233716475
Super built-up  Area,Sarjapur  Road,1600.0,3.0,1.0,85.0,3,5312.5
Super built-up  Area,Sarjapur  Road,2180.0,4.0,3.0,180.0,3,8256.880733944954
Super built-up  Area,Sarjapur  Road,2206.0,4.0,1.0,180.0,3,8159.564823209429
Super built-up  Area,Sarjapur  Road,1309.0,2.0,3.0,69.5,2,5309.396485867074
Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,100.0,3,5913.660555884092
Built-up  Area,Sarjapur  Road,1367.0,2.0,0.0,80.0,2,5852.231163130944
Built-up  Area,Sarjapur  Road,1565.0,3.0,2.0,78.0,3,4984.025559105431
Super built-up  Area,Sarjapur  Road,1984.0,4.0,1.0,148.0,3,7459.677419354839
Super built-up  Area,Sarjapur  Road,1035.0,2.0,1.0,47.0,2,4541.062801932367
Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,74.03,2,5500.0
Super built-up  Area,Sarjapur  Road,1112.0,2.0,1.0,58.0,2,5215.827338129497
Super built-up  Area,Sarjapur  Road,1340.0,2.0,2.0,75.0,2,5597.014925373134
Plot  Area,Sarjapur  Road,3500.0,3.0,2.0,275.0,3,7857.142857142857
Super built-up  Area,Sarjapur  Road,1850.0,3.0,2.0,89.0,3,4810.810810810811
Super built-up  Area,Sarjapur  Road,1132.0,2.0,1.0,70.0,2,6183.745583038869
Built-up  Area,Sarjapur  Road,1380.0,2.0,2.0,55.0,3,3985.5072463768115
Super built-up  Area,Sarjapur  Road,2425.0,5.0,1.0,195.0,4,8041.237113402062
Super built-up  Area,Sarjapura - Attibele Road,1330.0,2.0,1.0,48.0,3,3609.0225563909776
Super built-up  Area,Sarjapura - Attibele Road,1329.0,2.0,2.0,45.95,3,3457.486832204665
Super built-up  Area,Sarjapura - Attibele Road,829.0,2.0,1.0,22.8,2,2750.301568154403
